work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,MI,FT,Data Engineer,USD,100000,US,100,US,M,100000
2023,SE,FT,Applied Data Scientist,AUD,67635,AU,100,FI,M,100000
2023,MI,FT,AI Developer,SGD,74883,FI,0,FI,M,100000
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Scientist,USD,100000,US,100,US,M,100000
2023,SE,FT,Data Quality Analyst,USD,100000,US,0,US,M,100000
2023,SE,FT,Machine Learning Engineer,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2023,EX,FT,Data Scientist,USD,100000,US,0,US,M,100000
2023,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2023,MI,FT,Data Scientist,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Scientist,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,MI,FT,Software Data Engineer,SGD,74883,SG,100,SG,L,100000
2023,EN,FT,Research Scientist,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,CA,100,CA,M,100000
2023,EN,FT,Data Analyst,USD,100000,UZ,100,US,L,100000
2023,EN,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,EN,FT,Research Scientist,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Engineer,USD,100000,US,0,US,M,100000
2023,SE,FT,Research Engineer,EUR,107968,DE,100,DE,S,100000
2023,MI,FT,Deep Learning Engineer,USD,100000,US,100,US,M,100000
2023,SE,FT,Data Manager,USD,100000,US,0,US,M,100000
2023,SE,FT,Machine Learning Infrastructure Engineer,EUR,107968,FR,100,FR,M,100000
2023,EN,FT,Data Analyst,USD,100000,US,50,US,M,100000
2023,MI,FT,Machine Learning Engineer,GBP,123040,GB,0,GB,M,100000
2023,MI,FT,Machine Learning Engineer,GBP,123040,GB,0,GB,M,100000
2023,SE,FT,Azure Data Engineer,USD,100000,NL,50,NL,L,100000
2023,SE,FT,BI Developer,USD,100000,US,100,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,EN,FT,BI Developer,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,100,US,M,100000
2023,SE,FT,Data Science Engineer,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2023,MI,FT,Research Engineer,USD,100000,US,100,US,M,100000
2023,MI,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,EN,FT,Data Scientist,USD,100000,US,100,US,M,100000
2023,SE,FT,Research Engineer,USD,100000,US,0,US,M,100000
2023,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,EN,FT,Product Data Analyst,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Scientist,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Analytics Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Machine Learning Researcher,USD,100000,US,100,US,M,100000
2022,MI,FT,Machine Learning Researcher,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,EN,FL,Machine Learning Engineer,USD,100000,IR,100,IR,M,100000
2022,MI,FT,BI Data Analyst,EUR,105066,FR,50,FR,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,CA,0,CA,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,MI,FT,Machine Learning Engineer,CHF,104697,CH,100,CH,L,100000
2022,SE,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Scientist,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,MI,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,0,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,MI,FT,ML Engineer,USD,100000,US,100,US,M,100000
2022,EN,FT,Data Scientist,USD,100000,US,100,US,M,100000
2021,MI,FT,Data Engineer,AUD,75050,AU,50,AU,L,100000
2022,MI,FT,Data Operations Engineer,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Operations Engineer,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Engineer,USD,100000,US,0,US,M,100000
2022,SE,FT,Analytics Engineer,USD,100000,US,100,US,M,100000
2022,MI,FT,Data Operations Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,0,US,L,100000
2022,SE,FT,Data Scientist,USD,100000,US,0,US,L,100000
2022,SE,FT,Machine Learning Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Business Data Analyst,USD,100000,US,100,US,L,100000
2022,SE,FT,Data Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Analyst,USD,100000,US,100,US,M,100000
2022,SE,FT,Data Engineer,USD,100000,US,100,US,M,100000
2022,MI,FT,Machine Learning Developer,CAD,76814,CA,100,CA,M,100000
2022,SE,FT,Data Scientist,USD,100000,BR,100,US,M,100000
2022,SE,FT,Machine Learning Developer,CAD,76814,CA,100,CA,M,100000
2022,MI,FL,Data Scientist,USD,100000,CA,100,US,M,100000
2021,EN,FT,Data Scientist,USD,100000,US,0,US,S,100000
2022,EN,PT,Data Scientist,USD,100000,DZ,50,DZ,M,100000
2022,EN,FT,Financial Data Analyst,USD,100000,US,50,US,L,100000
2021,EN,FT,Machine Learning Developer,USD,100000,IQ,50,IQ,S,100000
2021,MI,FT,Data Engineer,USD,100000,US,100,US,L,100000
2021,MI,FT,BI Data Analyst,USD,100000,US,100,US,M,100000
2021,EN,FT,Research Scientist,USD,100000,JE,0,CN,L,100000
2021,EN,FT,Data Scientist,USD,100000,US,100,US,M,100000
2020,SE,FT,Big Data Engineer,EUR,114047,PL,100,GB,S,100000
2020,EN,CT,Business Data Analyst,USD,100000,US,100,US,L,100000
2024,EN,FT,Data Analyst,USD,99900,US,0,US,M,99900
2023,EN,FT,Data Analyst,USD,99900,US,0,US,M,99900
2024,SE,FT,AI Architect,USD,99750,US,100,US,M,99750
2022,SE,FT,Data Analyst,USD,99750,US,100,US,M,99750
2024,MI,FT,Business Intelligence Manager,USD,99600,US,0,US,M,99600
2024,EN,FT,Research Analyst,USD,99548,CA,0,CA,M,99548
2024,EN,FT,Machine Learning Engineer,USD,99500,US,0,US,M,99500
2024,EN,FT,Machine Learning Engineer,USD,99500,US,0,US,M,99500
2024,SE,FT,ETL Developer,USD,99500,US,0,US,M,99500
2023,SE,FT,ETL Developer,USD,99500,US,0,US,M,99500
2022,SE,FT,Data Analyst,USD,99450,US,100,US,M,99450
2022,SE,FT,Data Analyst,USD,99450,US,100,US,M,99450
2024,SE,FT,Data Analytics Specialist,USD,99445,US,0,US,M,99445
2024,SE,FT,Data Scientist,USD,99445,US,0,US,M,99445
2023,SE,FT,Data Engineer,USD,99400,US,0,US,M,99400
2022,SE,FT,Data Scientist,USD,99360,US,100,US,M,99360
2023,EN,FT,Data Visualization Specialist,USD,99300,US,0,US,M,99300
2024,EN,FT,Data Analyst,USD,99200,US,100,US,M,99200
2024,MI,FT,Machine Learning Engineer,USD,99100,US,0,US,M,99100
2022,SE,FT,Data Engineer,USD,99100,US,0,US,M,99100
2022,MI,FT,Data Engineer,USD,99100,US,0,US,M,99100
2022,SE,FT,Data Analyst,USD,99050,US,100,US,M,99050
2024,MI,FT,Data Scientist,USD,99000,US,0,US,M,99000
2024,EN,FT,Business Intelligence Analyst,USD,99000,US,0,US,M,99000
2024,SE,FT,Data Engineer,USD,99000,US,0,US,M,99000
2024,MI,FT,Data Analytics Manager,USD,99000,US,0,US,M,99000
2023,MI,FT,Data Engineer,USD,99000,CA,100,CA,M,99000
2023,MI,FT,Data Engineer,USD,99000,US,0,US,M,99000
2023,SE,FT,Data Engineer,USD,99000,US,0,US,M,99000
2023,MI,FT,Data Engineer,USD,99000,US,0,US,M,99000
2023,SE,FT,Business Intelligence Analyst,USD,99000,US,0,US,M,99000
2023,SE,FT,Data Engineer,GBP,121809,GB,100,GB,M,99000
2023,EN,FT,Business Intelligence Data Analyst,USD,99000,US,100,US,L,99000
2022,SE,FT,Data Engineer,USD,99000,US,0,US,M,99000
2022,SE,FT,Data Engineer,USD,99000,US,0,US,M,99000
2022,SE,FT,Data Analyst,USD,99000,US,0,US,M,99000
2022,SE,FT,Data Analyst,USD,99000,US,0,US,M,99000
2022,SE,FT,Data Analyst,USD,99000,US,0,US,M,99000
2023,MI,FT,Data Analyst,USD,98873,US,0,US,M,98873
2023,SE,FT,Research Scientist,USD,98794,US,0,US,M,98794
2024,MI,FT,Data Engineer,USD,98700,US,100,US,M,98700
2024,MI,FT,Data Scientist,USD,98700,US,100,US,M,98700
2024,MI,FT,Data Manager,USD,98500,US,100,US,M,98500
2023,SE,FT,Machine Learning Engineer,USD,98500,US,0,US,M,98500
2023,SE,FT,Data Engineer,USD,98500,US,0,US,M,98500
2023,SE,FT,Data Analyst,USD,98400,US,0,US,M,98400
2022,MI,FT,ML Engineer,USD,98200,US,100,US,L,98200
2023,SE,FT,Business Intelligence Developer,USD,98010,US,0,US,M,98010
2024,MI,FT,Data Scientist,USD,98000,CA,0,CA,M,98000
2024,EN,FT,Data Engineer,USD,98000,US,0,US,M,98000
2024,MI,FT,Data Engineer,USD,98000,US,0,US,M,98000
2024,MI,FT,Data Analyst,USD,98000,US,100,US,M,98000
2023,EN,FT,Research Engineer,USD,98000,US,0,US,M,98000
2023,SE,FT,Data Analyst,USD,98000,US,100,US,M,98000
2023,SE,FT,Data Analyst,USD,98000,US,0,US,M,98000
2022,MI,FT,Data Manager,USD,98000,US,0,US,M,98000
2022,MI,FT,Data Manager,USD,98000,US,0,US,M,98000
2020,MI,FT,BI Data Analyst,USD,98000,US,0,US,M,98000
2024,MI,FT,Data Engineer,USD,97935,US,0,US,M,97935
2024,MI,FT,Data Engineer,USD,97800,US,0,US,M,97800
2023,SE,FT,Analytics Engineer,USD,97750,US,0,US,M,97750
2023,MI,FT,Data Analyst,USD,97750,US,0,US,M,97750
2023,MI,FT,Data Scientist,USD,97750,US,100,US,M,97750
2024,SE,FT,Machine Learning Engineer,USD,97700,US,0,US,M,97700
2024,SE,FT,Data Manager,USD,97693,CA,0,CA,M,97693
2024,EN,FT,Data Analyst,USD,97500,US,0,US,M,97500
2023,SE,FT,Data Engineer,USD,97500,US,100,US,M,97500
2022,MI,FT,Data Analyst,USD,97500,US,100,US,L,97500
2024,MI,FT,Analytics Engineer,USD,97400,US,0,US,M,97400
2023,SE,FT,Machine Learning Engineer,USD,97400,GB,0,GB,M,97400
2024,SE,FT,Data Engineer,USD,97335,US,0,US,M,97335
2024,SE,FT,Data Engineer,USD,97335,US,0,US,M,97335
2024,MI,FT,Analytics Engineer,USD,97300,US,0,US,M,97300
2024,SE,FT,Data Scientist,USD,97300,US,0,US,M,97300
2023,SE,FT,Data Science Practitioner,USD,97300,US,0,US,M,97300
2024,EX,FT,Data Science,USD,97254,US,0,US,M,97254
2024,EX,FT,Data Science,USD,97254,US,0,US,M,97254
2024,SE,FT,Data Engineer,USD,97200,US,100,US,M,97200
2023,SE,FT,Data Engineer,USD,97200,US,0,US,M,97200
2024,MI,FT,Data Scientist,USD,97125,US,0,US,M,97125
2024,MI,FT,Data Scientist,USD,97060,US,100,US,M,97060
2024,MI,FT,Data Engineer,USD,97000,US,0,US,M,97000
2024,SE,FT,Data Scientist,USD,97000,US,0,US,M,97000
2024,MI,FT,Data Engineer,USD,97000,US,0,US,M,97000
2024,EN,FT,Data Analyst,USD,97000,US,0,US,M,97000
2024,SE,FT,Data Scientist,USD,97000,US,0,US,M,97000
2024,MI,FT,Data Scientist,USD,97000,US,0,US,M,97000
2024,SE,FT,Research Engineer,USD,97000,US,0,US,M,97000
2023,MI,FT,Business Intelligence Analyst,USD,97000,US,0,US,M,97000
2023,MI,FT,Data Engineer,USD,97000,US,0,US,M,97000
2022,SE,FT,Data Engineer,USD,97000,US,100,US,M,97000
2024,SE,FT,Machine Learning Engineer,USD,96900,US,0,US,M,96900
2024,EN,FT,Data Analyst,USD,96800,US,0,US,M,96800
2024,EN,FT,BI Analyst,USD,96800,US,0,US,M,96800
2024,MI,FT,Research Engineer,USD,96800,US,0,US,M,96800
2023,SE,FT,Data Engineer,USD,96800,US,100,US,M,96800
2023,SE,FT,Data Analyst,USD,96800,US,0,US,M,96800
2024,EN,FT,Data Analyst,USD,96761,US,0,US,M,96761
2024,MI,FT,Data Analyst,USD,96750,US,0,US,M,96750
2024,SE,FT,Data Scientist,USD,96750,US,0,US,M,96750
2023,MI,FT,Data Analyst,USD,96750,US,0,US,M,96750
2023,MI,FT,Data Analyst,USD,96750,US,0,US,M,96750
2024,SE,FT,Analytics Engineer,USD,96700,US,100,US,M,96700
2024,SE,FT,Research Scientist,USD,96643,CA,0,CA,M,96643
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Manager,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Manager,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Scientist,USD,96600,US,0,US,M,96600
2023,SE,FT,Data Manager,USD,96600,US,0,US,M,96600
2024,SE,FT,Data Analyst,USD,96500,US,100,US,M,96500
2024,MI,FT,Data Analyst,USD,96475,US,100,US,M,96475
2024,MI,FT,Data Scientist,USD,96412,US,0,US,M,96412
2023,EN,FT,Business Intelligence Analyst,USD,96412,US,0,US,M,96412
2024,MI,FT,Machine Learning Engineer,USD,96411,US,100,US,M,96411
2024,MI,FT,Machine Learning Engineer,USD,96411,US,100,US,M,96411
2024,SE,FT,Machine Learning Engineer,USD,96200,US,0,US,M,96200
2024,SE,FT,Data Engineer,USD,96200,US,0,US,M,96200
2024,MI,FT,Research Scientist,USD,96200,US,100,US,M,96200
2024,MI,FT,Research Scientist,USD,96200,US,100,US,M,96200
2023,SE,FT,Data Engineer,USD,96200,US,0,US,M,96200
2023,SE,FT,Data Engineer,USD,96100,US,100,US,M,96100
2024,EN,FT,Data Analyst,USD,96000,US,100,US,M,96000
2024,EN,FT,Data Analyst,USD,96000,US,100,US,M,96000
2024,EX,FT,Data Science Director,EUR,106666,ES,100,ES,L,96000
2024,EX,FT,Data Science Director,EUR,106666,ES,100,ES,L,96000
2024,SE,FT,Data Engineer,USD,96000,US,0,US,M,96000
2024,SE,FT,Analytics Engineer,USD,96000,US,0,US,M,96000
2024,MI,FT,Data Engineer,USD,96000,US,0,US,M,96000
2024,EX,FT,Business Intelligence Engineer,USD,96000,US,100,US,M,96000
2024,SE,FT,Data Analyst,USD,96000,US,0,US,M,96000
2023,MI,FT,Business Intelligence Analyst,USD,96000,US,100,US,M,96000
2023,SE,FT,Data Architect,USD,96000,US,0,US,M,96000
2023,SE,FT,Machine Learning Infrastructure Engineer,GBP,118118,GB,100,GB,M,96000
2023,SE,FT,Data Engineer,USD,96000,US,0,US,M,96000
2023,SE,FT,Data Engineer,USD,96000,US,100,US,M,96000
2022,SE,FT,Data Analyst,USD,96000,US,100,US,M,96000
2022,EN,FT,Data Scientist,CAD,73742,CA,100,CA,L,96000
2022,MI,FT,Data Scientist,GBP,118208,GB,0,GB,M,96000
2024,SE,FT,Machine Learning Engineer,USD,95828,CA,100,CA,M,95828
2023,SE,FT,ETL Developer,USD,95800,US,0,US,M,95800
2024,SE,FT,Data Scientist,USD,95776,US,100,US,M,95776
2022,SE,FT,Data Scientist,USD,95550,US,0,US,M,95550
2023,SE,FT,Data Architect,USD,95500,US,0,US,M,95500
2023,MI,FT,Data Scientist,USD,95490,US,0,US,M,95490
2023,MI,FT,Data Scientist,USD,95490,US,0,US,M,95490
2024,MI,FT,Business Intelligence Developer,USD,95413,US,100,US,M,95413
2023,MI,FT,Data Analyst,USD,95400,US,100,US,M,95400
2024,SE,FT,AI Engineer,USD,95325,US,0,US,M,95325
2024,SE,FT,Data Engineer,USD,95325,US,0,US,M,95325
2023,SE,FT,AI Engineer,USD,95325,US,0,US,M,95325
2023,SE,FT,Data Scientist,USD,95325,US,0,US,M,95325
2023,SE,FT,Data Engineer,USD,95325,US,0,US,M,95325
2023,SE,FT,Data Engineer,USD,95325,US,0,US,M,95325
2024,SE,FT,Data Manager,USD,95300,US,100,US,M,95300
2024,SE,FT,Data Manager,USD,95300,US,100,US,M,95300
2024,SE,FT,Data Manager,USD,95300,US,100,US,M,95300
2024,EN,FT,Business Intelligence Analyst,USD,95166,US,0,US,M,95166
2024,SE,FT,Data Scientist,USD,95105,US,0,US,M,95105
2023,SE,FT,Data Science,USD,95100,US,100,US,M,95100
2023,SE,FT,Data Science,USD,95100,US,100,US,M,95100
2023,SE,FT,Data Scientist,USD,95100,US,0,US,M,95100
2023,SE,FT,Data Analyst,USD,95040,US,100,US,M,95040
2024,EN,FT,Business Intelligence Analyst,USD,95000,US,0,US,M,95000
2024,EN,FT,Business Intelligence Analyst,USD,95000,US,0,US,M,95000
2024,SE,FT,Data Engineer,USD,95000,US,100,US,M,95000
2024,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Engineer,USD,95000,US,100,US,M,95000
2024,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Developer,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,EN,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,SE,FT,Data Engineer,GBP,118750,GB,0,GB,M,95000
2024,MI,FT,Data Developer,USD,95000,US,0,US,M,95000
2024,MI,FT,AI Engineer,USD,95000,US,100,US,M,95000
2024,EN,FT,Data Operations Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Scientist,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Specialist,USD,95000,US,100,US,M,95000
2024,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2024,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2024,EN,FT,Data Analyst,USD,95000,US,100,US,M,95000
2024,EN,FT,Data Operations Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Science,USD,95000,US,0,US,M,95000
2024,EN,FT,Business Intelligence Analyst,USD,95000,US,0,US,M,95000
2024,MI,FT,Data Developer,USD,95000,US,0,US,M,95000
2024,SE,FT,BI Developer,USD,95000,IN,100,IN,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,EN,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Developer,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,CA,100,CA,M,95000
2023,SE,FT,Analytics Engineer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Developer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Analyst,USD,95000,PH,0,PH,M,95000
2023,EN,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Analytics Engineer,USD,95000,US,0,US,M,95000
2023,SE,FT,Analytics Engineer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Machine Learning Engineer,USD,95000,PT,100,PT,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,SE,FT,Machine Learning Engineer,USD,95000,CA,100,CA,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,CA,100,CA,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Business Intelligence Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Quality Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Quality Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,EN,FT,Data Science Engineer,CHF,104024,CH,50,CH,S,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Quality Analyst,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Quality Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Scientist,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Science Manager,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,SE,FT,Machine Learning Engineer,USD,95000,CA,100,CA,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,EN,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Engineer,GBP,116888,GB,100,GB,L,95000
2023,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2023,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,SE,FT,Data Engineer,EUR,102569,IE,100,IE,M,95000
2023,MI,FT,Data Analyst,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,100,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2023,MI,FT,Data Engineer,USD,95000,ES,100,ES,M,95000
2022,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Scientist,USD,95000,US,0,US,M,95000
2020,MI,FT,Business Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,MI,FT,Data Engineer,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,0,US,M,95000
2022,SE,FT,Data Analyst,USD,95000,US,100,US,M,95000
2022,SE,FT,Data Specialist,USD,95000,US,100,US,M,95000
2022,MI,FT,Machine Learning Engineer,GBP,116976,GB,0,GB,M,95000
2021,MI,FT,Data Scientist,CAD,75774,CA,100,CA,L,95000
2024,SE,FT,Data Analyst,USD,94800,US,100,US,M,94800
2023,SE,FT,Data Analyst,USD,94770,US,100,US,M,94770
2024,MI,FT,Data Scientist,USD,94700,US,0,US,M,94700
2024,SE,FT,Data Scientist,USD,94700,US,0,US,M,94700
2024,MI,FT,Data Analytics Consultant,USD,94625,US,100,US,M,94625
2024,MI,FT,Data Engineer,USD,94600,CA,0,CA,M,94600
2024,EN,FT,Data Analyst,USD,94600,US,0,US,M,94600
2024,SE,FT,Research Analyst,USD,94600,US,0,US,M,94600
2023,SE,FT,Research Analyst,USD,94600,US,0,US,L,94600
2023,EN,FT,Data Analyst,USD,94600,US,0,US,M,94600
2023,EN,FT,Data Analyst,USD,94600,US,0,US,M,94600
2024,SE,FT,Data Engineer,USD,94500,US,0,US,M,94500
2024,SE,FT,Data Engineer,USD,94500,US,0,US,M,94500
2023,SE,FT,Data Engineer,USD,94500,US,0,US,M,94500
2023,SE,FT,Data Engineer,USD,94500,US,0,US,M,94500
2022,SE,FT,Data Science Consultant,USD,94500,US,0,US,M,94500
2024,MI,FT,Data Specialist,USD,94415,US,0,US,M,94415
2024,MI,FT,Data Scientist,USD,94400,US,0,US,M,94400
2024,MI,FT,Data Scientist,USD,94400,US,0,US,M,94400
2024,SE,FT,Data Scientist,USD,94400,US,100,US,M,94400
2023,MI,FT,Data Scientist,USD,94400,US,100,US,M,94400
2023,SE,FT,Data Analyst,USD,94400,US,100,US,M,94400
2023,SE,FT,Data Engineer,USD,94300,US,0,US,M,94300
2024,SE,FT,Analytics Engineer,USD,94200,US,0,US,M,94200
2023,SE,FT,Research Scientist,USD,94192,US,0,US,M,94192
2024,SE,FT,Data Engineer,USD,94100,US,0,US,M,94100
